MAP,90,-29,26,2
MAP,90,-30,35,2
MAP,90,-28,30,2
MAP,90,-33,27,2
MAP,90,-35,30,2
MAP,90,-29,33,2
MAP,90,-33,34,2
MAP,90,-26,27,2
MAP,90,-26,34,2
MAP,90,-25,31,1
MAP,90,-23,35,2
MAP,90,-22,32,1
MAP,90,-32,31,1
MAP,90,-30,28,1
MAP,90,-33,35,2
MAP,90,-35,31,2
MAP,90,-33,28,2
MAP,90,-29,27,2
MAP,90,-32,32,2
MAP,90,-32,25,2
MAP,90,-26,28,1
MAP,90,-29,34,2
MAP,90,-28,31,1
MAP,90,-30,29,1
MAP,90,-23,29,-1
MAP,90,-22,33,-1
MAP,90,-26,35,2
MAP,90,-21,30,1
MAP,90,-25,32,1
MAP,90,-32,26,2
MAP,90,-29,28,1
MAP,90,-33,29,2
MAP,90,-35,32,2
MAP,90,-32,33,2
MAP,90,-29,35,2
MAP,90,-25,26,2
MAP,90,-28,25,2
MAP,90,-26,29,1
MAP,90,-25,33,2
MAP,90,-22,34,2
MAP,90,-24,30,1
MAP,90,-28,32,1
MAP,90,-31,30,1
MAP,90,-21,31,-1
MAP,90,-32,34,2
MAP,90,-35,33,2
MAP,90,-32,27,2
MAP,90,-34,30,2
MAP,90,-28,33,2
MAP,90,-28,26,2
MAP,90,-27,30,1
MAP,90,-31,31,1
MAP,90,-25,34,2
MAP,90,-24,31,1
MAP,90,-29,29,1
MAP,90,-21,32,-1
MAP,90,-32,35,2
MAP,90,-31,25,2
MAP,90,-31,32,2
MAP,90,-34,31,2
MAP,90,-25,28,-1
MAP,90,-28,27,2
MAP,90,-35,27,2
MAP,90,-28,34,2
MAP,90,-32,28,1
MAP,90,-25,35,2
MAP,90,-24,32,2
MAP,90,-27,31,1
MAP,90,-22,29,-1
MAP,90,-20,30,-1
MAP,100,-31,33,2
MAP,100,-31,26,2
MAP,100,-34,32,2
MAP,100,-28,28,1
MAP,100,-28,35,2
MAP,100,-27,25,2
MAP,100,-35,28,2
MAP,100,-27,32,2
MAP,100,-25,29,2
MAP,100,-24,33,2
MAP,100,-30,30,1
MAP,100,-23,30,1
MAP,100,-32,29,1
MAP,100,-20,31,-1
MAP,100,-31,34,2
MAP,100,-31,27,2
MAP,100,-33,30,2
MAP,100,-35,29,2
MAP,100,-27,26,2
MAP,100,-30,31,1
MAP,100,-28,29,1
MAP,100,-26,30,1
MAP,100,-24,34,2
MAP,100,-23,31,-1
MAP,100,-34,33,2
MAP,100,-19,30,-1
MAP,100,-31,35,2
MAP,100,-33,31,2
MAP,100,-30,32,2
MAP,100,-30,25,2
MAP,100,-27,27,2
MAP,100,-26,31,1
MAP,100,-24,35,2
MAP,100,-34,27,2
MAP,100,-31,28,1
MAP,100,-27,34,2
MAP,100,-23,32,1
MAP,100,-21,29,-1
MAP,100,-29,30,1
MAP,100,-34,34,2
MAP,100,-33,32,2
MAP,100,-30,26,2
MAP,100,-30,33,2
MAP,100,-34,28,2
MAP,100,-33,25,2
MAP,100,-26,25,2
MAP,100,-27,28,1
MAP,100,-23,33,2
MAP,100,-29,31,1
MAP,100,-24,29,-1
MAP,100,-31,29,1
MAP,100,-27,35,2
